Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_Links,Route_Names
APSRTC - 4252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,04:00,05h 55m,483.0,24 Seats available,3.6,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:16,06h 01m,817.0,31 Seats available,4.2,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:00,05h 45m,483.0,25 Seats available,4.1,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4214,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,03:05,04h 35m,743.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4628,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:30,06h 00m,483.0,20 Seats available,4.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4212,STAR LINER(NON-AC SLEEPER 2+1),22:40,04:00,05h 20m,626.0,13 Seats available,4.2,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4154,INDRA(A.C. Seater),22:45,04:25,05h 40m,585.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:58,05h 58m,483.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4622,STAR LINER(NON-AC SLEEPER 2+1),23:30,04:20,04h 50m,626.0,3 Seats available,4.2,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
NueGo,Electric A/C Seater (2+2),22:15,05:25,07h 10m,356.0,12 Seats available,4.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,349.0,21 Seats available,4.6,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),22:45,05:10,06h 25m,449.0,35 Seats available,4.4,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
AdFRESHBUS,Electric A/C Seater (2+2),16:00,01:10,09h 10m,449.0,26 Seats available,4.5,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),22:35,06:00,07h 25m,368.0,19 Seats available,4.8,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,23:00,05h 15m,353.0,34 Seats available,2.8,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:15,05h 45m,353.0,45 Seats available,2.5,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:00,06h 30m,353.0,26 Seats available,3.4,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:15,04:00,05h 45m,330.0,37 Seats available,4.0,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6073,INDRA(A.C. Seater),22:45,03:00,04h 15m,422.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6522,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:15,03:50,04h 35m,330.0,37 Seats available,4.0,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04:35,04h 50m,353.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 9266,INDRA(A.C. Seater),23:55,04:40,04h 45m,422.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),23:00,04:30,05h 30m,280.0,9 Seats available,3.4,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),23:30,04:35,05h 05m,700.0,11 Seats available,4.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,400.0,27 Seats available,3.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),23:35,05:00,05h 25m,400.0,29 Seats available,4.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:40,05:40,06h 00m,399.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 51051,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,21:30,04h 45m,344.0,32 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,23:59,06h 44m,376.0,18 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 9295,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,21:30,04h 15m,344.0,33 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5664,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,22:15,04h 30m,344.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 47144,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:30,23:55,05h 25m,465.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6175,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,23:30,05h 00m,344.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5682,INDRA(A.C. Seater),18:45,23:00,04h 15m,354.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5443,VENNELA (A.C. SLEEPER),19:00,00:45,05h 45m,676.0,12 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:30,04h 30m,344.0,29 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51027,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,02:00,06h 30m,376.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6485,STAR LINER(NON-AC SLEEPER 2+1),20:00,02:00,06h 00m,488.0,9 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6471,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:00,02:00,06h 00m,360.0,35 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6604,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:15,06h 15m,376.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6476,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,02:50,06h 30m,376.0,32 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51306,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,376.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
NueGo,A/C Seater (2+2),19:00,00:15,05h 15m,212.0,41 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),19:30,01:45,06h 15m,570.0,22 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
JBT TRAVELS,NON A/C Sleeper (2+1),20:20,01:30,05h 10m,899.0,1 Seat available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:00,03:00,06h 00m,549.0,26 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,03:45,06h 30m,549.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 47087,INDRA(A.C. Seater),16:00,19:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5574,SAPTAGIRI EXPRESS,16:15,19:15,03h 00m,162.0,46 Seats available,4.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47547,Express(Non AC Seater),16:30,19:30,03h 00m,162.0,37 Seats available,2.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5369,SAPTAGIRI EXPRESS,17:45,20:45,03h 00m,162.0,46 Seats available,2.1,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5424,INDRA(A.C. Seater),18:00,21:00,03h 00m,253.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5582,SAPTAGIRI EXPRESS,18:15,21:15,03h 00m,162.0,46 Seats available,2.9,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5365,SAPTAGIRI EXPRESS,18:45,21:45,03h 00m,162.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47485,INDRA(A.C. Seater),19:00,22:00,03h 00m,253.0,38 Seats available,2.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5584,SAPTAGIRI EXPRESS,19:15,22:15,03h 00m,162.0,39 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5371,SAPTAGIRI EXPRESS,19:45,22:45,03h 00m,162.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47047,INDRA(A.C. Seater),20:00,23:00,03h 00m,253.0,38 Seats available,4.2,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5373,SAPTAGIRI EXPRESS,20:15,23:15,03h 00m,162.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5367,SAPTAGIRI EXPRESS,21:30,00:30,03h 00m,162.0,46 Seats available,4.3,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5440,INDRA(A.C. Seater),22:00,01:00,03h 00m,253.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5616,SAPTAGIRI EXPRESS,22:30,01:30,03h 00m,162.0,44 Seats available,4.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,A/C Seater (2+2),16:35,20:10,03h 35m,238.0,12 Seats available,4.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
(SBLT) Shri Bhagiyalakshimi Travels (MAARA),A/C Sleeper (2+1),18:00,21:15,03h 15m,500.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,A/C Seater (2+2),23:30,03:35,04h 05m,238.0,35 Seats available,4.2,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
Maheswari Travels,Non A/C Seater / Sleeper (2+1),02:00,06:21,04h 21m,499.0,25 Seats available,3.7,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
(SBLT) Shri Bhagiyalakshimi Travels (MAARA),A/C Sleeper (2+1),18:00,22:00,04h 00m,750.0,36 Seats available,3.5,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 3383,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,03:15,11h 15m,605.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,02:25,10h 10m,605.0,32 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,01:15,08h 45m,605.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 5205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,02:15,09h 45m,605.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 47745,INDRA(A.C. Seater),17:00,01:00,08h 00m,732.0,17 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,02:10,09h 10m,605.0,33 Seats available,2.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,03:25,09h 55m,605.0,32 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4596,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,03:15,09h 20m,605.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4378,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,02:54,08h 54m,605.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9367,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,02:35,08h 20m,605.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3088,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,04:30,10h 00m,605.0,36 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3773,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,02:05,07h 35m,605.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,04:00,09h 15m,605.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:55,03:30,08h 35m,929.0,35 Seats available,4.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,03:30,08h 30m,605.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
Svkdt travels,A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,495.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
Yolo Bus,A/C Sleeper (2+1),21:31,05:03,07h 32m,500.0,12 Seats available,4.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),21:45,06:00,08h 15m,427.0,15 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
SRKT Travels,A/C Seater / Sleeper (2+1),21:30,05:45,08h 15m,480.0,29 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),22:20,05:35,07h 15m,618.0,26 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 23969,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,19:30,03h 30m,260.0,27 Seats available,1.9,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 2755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:30,04h 00m,260.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 3419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:30,04h 30m,263.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 24861,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,22:45,03h 45m,248.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 5785,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,23:30,04h 30m,252.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 9461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,00:30,05h 15m,261.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 2887,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,23:55,04h 25m,260.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 6374,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:55,23:55,04h 00m,261.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 3479,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:20,04h 20m,263.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 23971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,23:30,03h 30m,260.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 2621,INDRA(A.C. Seater),20:15,00:30,04h 15m,316.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 2809,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:20,03h 50m,260.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 9478,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:04,03h 19m,261.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 3375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:30,03h 45m,263.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 47745,INDRA(A.C. Seater),21:00,01:00,04h 00m,318.0,35 Seats available,4.3,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
NueGo,Electric A/C Seater/Sleeper (2+1),15:07,19:00,03h 53m,303.0,6 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),15:30,19:30,04h 00m,404.0,20 Seats available,4.9,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
Jagan Travels,A/C Sleeper (2+1),16:45,21:00,04h 15m,599.0,14 Seats available,4.1,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
Morning Star Travels,A/C Sleeper (2+1),17:35,22:30,04h 55m,600.0,17 Seats available,3.0,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
VKV Travels,A/C Sleeper (2+1),18:55,22:30,03h 35m,561.0,23 Seats available,4.6,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 23527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,21:45,05h 45m,386.0,32 Seats available,4.8,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3332,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:00,05h 30m,386.0,34 Seats available,2.2,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 24275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,22:50,05h 50m,386.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3324,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:00,05h 30m,386.0,34 Seats available,1.7,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:30,06h 00m,386.0,34 Seats available,3.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,02:15,07h 15m,386.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:15,06h 15m,386.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:00,05h 30m,386.0,34 Seats available,2.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:00,05h 45m,386.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,386.0,34 Seats available,2.9,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3472,INDRA(A.C. Seater),22:00,03:00,05h 00m,467.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2837,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:30,05h 15m,386.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:15,05h 45m,386.0,29 Seats available,4.2,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23551,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:45,05h 45m,386.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2536,INDRA(A.C. Seater),23:15,04:30,05h 15m,467.0,36 Seats available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
MAHA BUS,A/C Sleeper (2+1),23:59,05:00,05h 01m,740.0,16 Seats available,0.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
Gaganasri Travels,Non A/C Seater / Sleeper (2+1),22:40,03:45,05h 05m,5000.0,1 Seat available,0.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,01:10,09h 10m,555.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
APSRTC - 2718,INDRA(A.C. Seater),17:00,02:00,09h 00m,671.0,31 Seats available,3.0,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
APSRTC - 6334,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,02:15,08h 45m,555.0,34 Seats available,2.9,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
